tool,rerun_reason,previous_result_relpath,previous_timeout_type,previous_identity_status,previous_error,global_index,dataset_name,dataset_dir,dataset_rel,family,subgroup,basename,pool,selection_mode,candidate_advantage_side,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,formula_py
llmsr,e1_repair_remaining_20260426,results/W1/llmsr/iaaccn27/g0073_feynman-i.43.31/result.json,invalid_output,wrong_dataset_collision,,73,feynman-i.43.31,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.43.31,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/formula.py
pysr,e1_repair_remaining_20260426,results/W3/pysr/iaaccn23/g0073_feynman-i.43.31/result.json,invalid_output,wrong_dataset_collision,"TimeoutError(""算法 'pysr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",73,feynman-i.43.31,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.43.31,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/formula.py
pyoperon,e1_repair_remaining_20260426,results/W2/pyoperon/iaaccn23/g0078_III.21.20_2_0/result.json,not_timeout,exact_match,,78,III.21.20_2_0,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0,llm-srbench,llm-srbench/lsrtransform,III.21.20_2_0,A,strict,pysr,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/train.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/valid.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/id_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/ood_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/metadata.yaml,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/formula.py
dso,e1_repair_remaining_20260426,results/W4/dso/iaaccn25/g0092_strogatz_glider2/result.json,partial_output,exact_match,"TimeoutError(""算法 'dso' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",92,strogatz_glider2,/home/zhangziwen/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2,sim-datasets-data/srbench1.0/strogatz/strogatz_glider2,srbench1.0,srbench1.0/strogatz,strogatz_glider2,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/train.csv,/home/zhangziwen/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/valid.csv,/home/zhangziwen/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/id_test.csv,/home/zhangziwen/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/ood_test.csv,/home/zhangziwen/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/metadata.yaml,/home/zhangziwen/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/formula.py
dso,e1_repair_remaining_20260426,results/W4/dso/iaaccn26/g0130_Keijzer-10/result.json,not_timeout,exact_match,,130,Keijzer-10,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-10,sim-datasets-data/keijzer/Keijzer-10,keijzer,keijzer,Keijzer-10,A,strict,llmsr,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-10/train.csv,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-10/valid.csv,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-10/id_test.csv,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-10/ood_test.csv,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-10/metadata.yaml,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-10/formula.py
pysr,e1_repair_remaining_20260426,results/W3/pysr/iaaccn24/g0130_Keijzer-10/result.json,partial_output,exact_match,"TimeoutError(""算法 'pysr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",130,Keijzer-10,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-10,sim-datasets-data/keijzer/Keijzer-10,keijzer,keijzer,Keijzer-10,A,strict,llmsr,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-10/train.csv,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-10/valid.csv,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-10/id_test.csv,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-10/ood_test.csv,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-10/metadata.yaml,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-10/formula.py
dso,e1_repair_remaining_20260426,results/W4/dso/iaaccn26/g0136_I.24.6_3_1/result.json,partial_output,exact_match,"TimeoutError(""算法 'dso' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",136,I.24.6_3_1,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1,sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1,llm-srbench,llm-srbench/lsrtransform,I.24.6_3_1,A,relaxed,llmsr,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/train.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/valid.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/id_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/ood_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/metadata.yaml,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/formula.py
dso,e1_repair_remaining_20260426,results/W4/dso/iaaccn26/g0141_Keijzer-15/result.json,partial_output,exact_match,"TimeoutError(""算法 'dso' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",141,Keijzer-15,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-15,sim-datasets-data/keijzer/Keijzer-15,keijzer,keijzer,Keijzer-15,B,one-sided,llmsr,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-15/train.csv,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-15/valid.csv,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-15/id_test.csv,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-15/ood_test.csv,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-15/metadata.yaml,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-15/formula.py
pysr,e1_repair_remaining_20260426,results/W3/pysr/iaaccn24/g0143_MatSci8/result.json,partial_output,exact_match,"TimeoutError(""算法 'pysr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",143,MatSci8,/home/zhangziwen/sim-datasets-data/llm-srbench/matsci/MatSci8,sim-datasets-data/llm-srbench/matsci/MatSci8,llm-srbench,llm-srbench/matsci,MatSci8,B,one-sided,llmsr,/home/zhangziwen/sim-datasets-data/llm-srbench/matsci/MatSci8/train.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/matsci/MatSci8/valid.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/matsci/MatSci8/id_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/matsci/MatSci8/ood_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/matsci/MatSci8/metadata.yaml,/home/zhangziwen/sim-datasets-data/llm-srbench/matsci/MatSci8/formula.py
dso,e1_repair_remaining_20260426,results/W4/dso/iaaccn27/g0147_MatSci25/result.json,partial_output,exact_match,"TimeoutError(""算法 'dso' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",147,MatSci25,/home/zhangziwen/sim-datasets-data/llm-srbench/matsci/MatSci25,sim-datasets-data/llm-srbench/matsci/MatSci25,llm-srbench,llm-srbench/matsci,MatSci25,B,one-sided,llmsr,/home/zhangziwen/sim-datasets-data/llm-srbench/matsci/MatSci25/train.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/matsci/MatSci25/valid.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/matsci/MatSci25/id_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/matsci/MatSci25/ood_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/matsci/MatSci25/metadata.yaml,/home/zhangziwen/sim-datasets-data/llm-srbench/matsci/MatSci25/formula.py
dso,e1_repair_remaining_20260426,results/W4/dso/iaaccn27/g0156_Keijzer-12/result.json,partial_output,exact_match,"TimeoutError(""算法 'dso' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",156,Keijzer-12,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-12,sim-datasets-data/keijzer/Keijzer-12,keijzer,keijzer,Keijzer-12,B,one-sided,llmsr,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-12/train.csv,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-12/valid.csv,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-12/id_test.csv,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-12/ood_test.csv,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-12/metadata.yaml,/home/zhangziwen/sim-datasets-data/keijzer/Keijzer-12/formula.py
pysr,e1_repair_remaining_20260426,results/W3/pysr/iaaccn25/g0157_PO26/result.json,partial_output,exact_match,"NameError(""name 'cube' is not defined"")",157,PO26,/home/zhangziwen/sim-datasets-data/llm-srbench/phys_osc/PO26,sim-datasets-data/llm-srbench/phys_osc/PO26,llm-srbench,llm-srbench/phys_osc,PO26,B,one-sided,llmsr,/home/zhangziwen/sim-datasets-data/llm-srbench/phys_osc/PO26/train.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/phys_osc/PO26/valid.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/phys_osc/PO26/id_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/phys_osc/PO26/ood_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/phys_osc/PO26/metadata.yaml,/home/zhangziwen/sim-datasets-data/llm-srbench/phys_osc/PO26/formula.py
tpsr,e1_repair_remaining_20260426,results/W5/tpsr/iaaccn25/g0158_PO0/result.json,no_valid_output,exact_match,"TimeoutError(""算法 'tpsr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",158,PO0,/home/zhangziwen/sim-datasets-data/llm-srbench/phys_osc/PO0,sim-datasets-data/llm-srbench/phys_osc/PO0,llm-srbench,llm-srbench/phys_osc,PO0,B,one-sided,llmsr,/home/zhangziwen/sim-datasets-data/llm-srbench/phys_osc/PO0/train.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/phys_osc/PO0/valid.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/phys_osc/PO0/id_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/phys_osc/PO0/ood_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/phys_osc/PO0/metadata.yaml,/home/zhangziwen/sim-datasets-data/llm-srbench/phys_osc/PO0/formula.py
gplearn,e1_repair_remaining_20260426,results/W1/gplearn/iaaccn25/g0173_feynman-ii.35.18/result.json,invalid_output,wrong_dataset_collision,"TimeoutError(""算法 'gplearn' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",173,feynman-ii.35.18,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18,srsd,srsd/srsd-feynman_hard,feynman-ii.35.18,C,mid-gap,llmsr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/formula.py
llmsr,e1_repair_remaining_20260426,results/W1/llmsr/iaaccn29/g0173_feynman-ii.35.18/result.json,invalid_output,wrong_dataset_collision,,173,feynman-ii.35.18,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18,srsd,srsd/srsd-feynman_hard,feynman-ii.35.18,C,mid-gap,llmsr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/formula.py
tpsr,e1_repair_remaining_20260426,results/W5/tpsr/iaaccn25/g0173_feynman-ii.35.18/result.json,no_valid_output,wrong_dataset_collision,"TimeoutError(""算法 'tpsr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",173,feynman-ii.35.18,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18,srsd,srsd/srsd-feynman_hard,feynman-ii.35.18,C,mid-gap,llmsr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/formula.py
dso,e1_repair_remaining_20260426,results/W4/dso/iaaccn28/g0174_feynman-ii.35.18/result.json,not_timeout,wrong_dataset_collision,,174,feynman-ii.35.18,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18,srsd,srsd/srsd-feynman_hard_dummy,feynman-ii.35.18,C,mid-gap,llmsr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/formula.py
pyoperon,e1_repair_remaining_20260426,results/W2/pyoperon/iaaccn25/g0174_feynman-ii.35.18/result.json,not_timeout,wrong_dataset_collision,,174,feynman-ii.35.18,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18,srsd,srsd/srsd-feynman_hard_dummy,feynman-ii.35.18,C,mid-gap,llmsr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/formula.py
pysr,e1_repair_remaining_20260426,results/W3/pysr/iaaccn25/g0174_feynman-ii.35.18/result.json,invalid_output,wrong_dataset_collision,"TimeoutError(""算法 'pysr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",174,feynman-ii.35.18,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18,srsd,srsd/srsd-feynman_hard_dummy,feynman-ii.35.18,C,mid-gap,llmsr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/formula.py
tpsr,e1_repair_remaining_20260426,results/W5/tpsr/iaaccn25/g0174_feynman-ii.35.18/result.json,no_valid_output,exact_match,"TimeoutError(""算法 'tpsr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",174,feynman-ii.35.18,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18,srsd,srsd/srsd-feynman_hard_dummy,feynman-ii.35.18,C,mid-gap,llmsr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/formula.py
dso,e1_repair_remaining_20260426,results/W4/dso/iaaccn28/g0175_feynman-bonus.2/result.json,partial_output,exact_match,"TimeoutError(""算法 'dso' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",175,feynman-bonus.2,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2,srsd,srsd/srsd-feynman_hard,feynman-bonus.2,C,mid-gap,llmsr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/formula.py
tpsr,e1_repair_remaining_20260426,results/W5/tpsr/iaaccn25/g0175_feynman-bonus.2/result.json,partial_output,exact_match,"TimeoutError(""算法 'tpsr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",175,feynman-bonus.2,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2,srsd,srsd/srsd-feynman_hard,feynman-bonus.2,C,mid-gap,llmsr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/formula.py
pyoperon,e1_repair_remaining_20260426,results/W2/pyoperon/iaaccn25/g0184_III.15.14_1_0/result.json,not_timeout,exact_match,,184,III.15.14_1_0,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0,sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0,llm-srbench,llm-srbench/lsrtransform,III.15.14_1_0,C,mid-gap,pysr,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/train.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/valid.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/id_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/ood_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/metadata.yaml,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/formula.py
pyoperon,e1_repair_remaining_20260426,results/W2/pyoperon/iaaccn25/g0193_II.21.32_3_0/result.json,not_timeout,exact_match,,193,II.21.32_3_0,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/II.21.32_3_0,sim-datasets-data/llm-srbench/lsrtransform/II.21.32_3_0,llm-srbench,llm-srbench/lsrtransform,II.21.32_3_0,C,mid-gap,pysr,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/II.21.32_3_0/train.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/II.21.32_3_0/valid.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/II.21.32_3_0/id_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/II.21.32_3_0/ood_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/II.21.32_3_0/metadata.yaml,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/II.21.32_3_0/formula.py
pyoperon,e1_repair_remaining_20260426,results/W2/pyoperon/iaaccn25/g0194_II.21.32_2_0/result.json,not_timeout,exact_match,,194,II.21.32_2_0,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/II.21.32_2_0,sim-datasets-data/llm-srbench/lsrtransform/II.21.32_2_0,llm-srbench,llm-srbench/lsrtransform,II.21.32_2_0,C,mid-gap,pysr,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/II.21.32_2_0/train.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/II.21.32_2_0/valid.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/II.21.32_2_0/id_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/II.21.32_2_0/ood_test.csv,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/II.21.32_2_0/metadata.yaml,/home/zhangziwen/sim-datasets-data/llm-srbench/lsrtransform/II.21.32_2_0/formula.py
